,renda mensal per capita,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia
116448,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
116451,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
116480,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
116490,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
116540,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
116558,5.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
116574,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
116575,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
116633,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
116659,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim
116661,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
116662,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
116663,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
116691,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
116712,4.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
116725,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
116726,4.0,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não
116732,3.0,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
116798,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
116873,4.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
116877,3.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
116884,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
116937,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
116948,3.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
117017,7.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117018,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117057,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
117063,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
117095,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
117099,3.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
117109,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
117119,4.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
117124,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117223,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
117248,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117253,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117254,99.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117255,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117266,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117276,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117277,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117300,4.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
117365,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
117368,3.0,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
117371,4.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
117394,99.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
117408,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
117483,2.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
117484,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
117537,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117544,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
117546,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117547,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117552,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117557,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117560,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117564,7.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
117566,4.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
117581,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117588,4.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
117597,1.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
117610,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
117647,4.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
117654,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
117663,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
117668,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
117678,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117680,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117690,99.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117691,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
117702,4.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
117705,3.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
117716,99.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
117720,2.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
117728,99.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
117729,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
117759,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
117767,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
117825,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
117833,99.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
117862,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
117879,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
117881,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
117898,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
117910,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
117920,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
117965,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
118028,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
118040,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118069,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
118083,4.0,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
118102,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118110,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
118117,99.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
118120,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
118146,3.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
118164,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
118173,5.0,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
118253,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
118269,1.0,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não
118282,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
118422,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
118425,99.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
118450,4.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
118494,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
118529,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
118534,4.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
118537,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
118538,3.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
118561,3.0,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
118563,3.0,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
118564,3.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
118569,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118590,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
118605,99.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
118626,2.0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
118632,2.0,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não
118657,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
118692,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118776,1.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
118779,5.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
118802,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
118811,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
118824,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
118825,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
118831,4.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
118838,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118840,4.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
118854,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
118855,99.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
118863,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
118891,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
118901,4.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
118918,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
118966,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118970,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
118973,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118975,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
118977,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
118982,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
118983,1.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
118988,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
118990,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
118991,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119009,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não
119018,3.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
119025,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119026,4.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
119041,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119045,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
119046,4.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
119073,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
119084,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
119137,5.0,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
119146,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
119201,4.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
119273,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
119282,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
119319,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119334,4.0,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
119336,4.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
119340,3.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
119369,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
119370,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
119394,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
119494,4.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
119545,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119557,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
119577,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
119582,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119595,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
119608,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119694,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
119705,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
119711,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
119714,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
119727,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
119789,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
119802,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
119808,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119810,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
119861,2.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
119872,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119909,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
119914,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
119918,2.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
119924,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
119934,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
119941,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
119951,4.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
119959,4.0,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
119993,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
119995,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120004,4.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
120023,6.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120026,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120035,3.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
120046,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
120065,3.0,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120067,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120072,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
120130,1.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não
120249,4.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120285,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120462,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120467,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120468,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120472,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120485,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
120524,5.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
120525,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120528,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
120540,3.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
120545,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120552,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
120555,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120568,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
120569,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
120574,2.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
120578,0.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
120584,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120589,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120603,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120607,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120621,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120645,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120665,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120692,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120693,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120695,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120716,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120718,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120733,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120734,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120741,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120747,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120749,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120763,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
120764,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120765,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120768,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120771,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120774,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120777,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120785,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
120786,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
120798,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
120801,3.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
120807,1.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
120808,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
120813,99.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120841,4.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
120842,3.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
120843,3.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
120851,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
120854,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120874,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
120886,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
120904,99.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
120961,3.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
120963,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120967,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120970,2.0,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
120971,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120976,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
120986,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
120999,99.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121004,4.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
121056,4.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
121077,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121109,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
121119,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
121132,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121134,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
121150,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121156,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
121167,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121183,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
121198,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
121201,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
121218,1.0,,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
121219,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121227,3.0,,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121228,2.0,,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
121231,4.0,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
121233,2.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
121293,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
121302,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
121308,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
121314,1.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
121317,1.0,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
121436,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
121452,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121512,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
121515,2.0,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim
121598,1.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
121627,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
121642,3.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não
121653,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
121667,4.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
121723,0.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
121729,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
121731,1.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
121760,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
121763,3.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
121797,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
121798,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121815,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
121818,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
121824,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
121826,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
121831,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
121842,0.0,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
121850,1.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
121858,4.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
121931,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
121935,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
122013,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
