,renda mensal per capita,seguranca alimentar,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia,recebeu ajuda em alimentos
105539,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
105554,2.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
105571,4.0,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
105573,2.0,4.0,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
105584,4.0,2.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
105585,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
105587,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
105603,3.0,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
105733,3.0,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim
105736,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
105739,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
105742,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
105749,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
105752,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
105754,0.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
105755,2.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
105757,2.0,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
105759,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
105765,4.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
105770,3.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
105773,4.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
105774,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
105781,3.0,3.0,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
105793,1.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
105794,4.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
105796,1.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
105808,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
105836,2.0,2.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
105854,2.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
105895,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
105909,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
105910,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
105978,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
105982,2.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106003,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106011,4.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106012,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
106017,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
106018,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106020,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não
106021,2.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
106023,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106024,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106029,2.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106030,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106031,4.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106038,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106041,5.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106048,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106050,4.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106056,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106059,1.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
106063,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106064,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
106071,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106076,2.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106079,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106094,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106097,4.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106101,4.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106104,3.0,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106108,2.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
106111,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106114,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
106121,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
106125,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106138,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106148,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106152,4.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
106157,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106166,5.0,2.0,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
106174,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106175,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106180,4.0,3.0,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim
106186,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106190,99.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106195,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
106198,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106201,3.0,2.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
106203,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
106207,3.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
106209,3.0,3.0,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não
106212,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
106214,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106215,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
106216,0.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106217,2.0,3.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
106219,3.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106228,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
106231,3.0,4.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106232,3.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106237,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106256,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106258,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106260,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106271,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
106302,2.0,2.0,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
106346,3.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106350,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106360,2.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
106362,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
106367,1.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106375,4.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106380,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106385,2.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106396,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106397,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106399,2.0,2.0,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
106402,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
106405,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106409,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106413,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106416,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
106426,2.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106428,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106432,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106440,2.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106441,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106451,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106457,0.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
106466,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106478,6.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106496,3.0,4.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
106512,99.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106518,99.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106531,3.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106533,2.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106536,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106537,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106542,99.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106544,3.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106545,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106547,3.0,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106554,4.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106560,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
106561,1.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106566,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não
106567,2.0,2.0,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
106571,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106573,3.0,2.0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
106575,3.0,4.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106576,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
106578,3.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106579,2.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106588,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106592,1.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106603,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106633,2.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
106634,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
106645,3.0,3.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
106699,6.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106707,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106713,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106716,5.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106718,5.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106719,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106722,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106733,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106737,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106763,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106766,1.0,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
106767,4.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106769,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106774,1.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106775,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106779,4.0,2.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106780,3.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
106786,2.0,2.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106791,99.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
106792,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
106795,99.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
106796,4.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106838,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
106840,4.0,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106846,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106847,4.0,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106862,2.0,2.0,,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106863,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
106877,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106878,4.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106879,4.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
106883,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106884,4.0,2.0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106886,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106889,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
106890,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106896,3.0,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106900,1.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
106902,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106903,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
106905,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106908,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
106914,0.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
106921,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
106927,3.0,3.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
106928,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
106931,3.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106933,3.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
106937,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106939,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106944,3.0,2.0,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim
106945,3.0,2.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106947,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
106950,3.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não
106957,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
106959,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
106960,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106964,4.0,3.0,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
106968,1.0,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
106972,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106974,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106975,3.0,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
106978,4.0,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
106979,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
106981,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
106988,3.0,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
106992,3.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
107000,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
107002,6.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107006,99.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107007,3.0,2.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107008,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107011,3.0,4.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
107024,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107040,2.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107112,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107113,2.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
107114,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107115,1.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
107121,99.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
107130,2.0,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim
107133,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
107134,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
107135,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
107136,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107152,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107160,4.0,3.0,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
107243,2.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
107250,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107253,3.0,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107275,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
107285,2.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107286,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
107299,4.0,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107303,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107310,1.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
107311,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107319,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107324,99.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107325,2.0,2.0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107344,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107345,2.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
107360,1.0,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
107413,3.0,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
107426,3.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107440,2.0,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107444,4.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107454,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
107490,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
107496,1.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
107497,3.0,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
107501,3.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107512,4.0,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
107520,3.0,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107521,0.0,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
107527,3.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107532,4.0,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
107533,1.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
107538,2.0,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
107544,3.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
107549,2.0,2.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
107551,4.0,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
